Study Identifier,Intervention,Comments,Moderate pain relief: ≥30% relief Baseline %,Moderate pain relief: ≥30% relief Baseline N,Moderate pain relief: ≥30% relief of PED 24-hr morning recall scores (completers only) 15 weeks [within trial] %,Moderate pain relief: ≥30% relief of PED 24-hr morning recall scores (completers only) 15 weeks [within trial] N,Number of Responders: 30% Improvement in Brief Pain Inventory Average Pain - BOCF Endpoint %,Number of Responders: 30% Improvement in Brief Pain Inventory Average Pain - BOCF Endpoint N,Number of subjects with ≥ 30% reduction in weekly average pain intensity score Endpoint %,Number of subjects with ≥ 30% reduction in weekly average pain intensity score Endpoint N,Pain - ≥30% decrease from baseline in average 24hr pain score Endpoint %,Pain - ≥30% decrease from baseline in average 24hr pain score Endpoint N,Pain - ≥30% decrease from baseline in average pain score Baseline %,Pain - ≥30% decrease from baseline in average pain score Baseline N,Pain - ≥30% decrease from baseline in average pain score Endpoint %,Pain - ≥30% decrease from baseline in average pain score Endpoint N,Pain - ≥30% decrease from baseline in average pain score (*BOCF*) Endpoint %,Pain - ≥30% decrease from baseline in average pain score (*BOCF*) Endpoint N,Pain - ≥30% decrease from baseline in average pain score (*LOCF*) Endpoint %,Pain - ≥30% decrease from baseline in average pain score (*LOCF*) Endpoint N,Pain - ≥30% decrease from baseline in mean pain score Endpoint %,Pain - ≥30% decrease from baseline in mean pain score Endpoint N,Pain - ≥30% decrease from baseline in worst pain score Baseline %,Pain - ≥30% decrease from baseline in worst pain score Baseline N,Pain - ≥30% decrease in average pain severity in BPI Endpoint %,Pain - ≥30% decrease in average pain severity in BPI Endpoint N,Pain - ≥30% decrease in BPI 24-hour average pain score Baseline %,Pain - ≥30% decrease in BPI 24-hour average pain score Baseline N,Pain - ≥30% decrease in BPI 24-hour average pain score Endpoint %,Pain - ≥30% decrease in BPI 24-hour average pain score Endpoint N,Pain - ≥30% decrease in weekly mean 24-hour pain severity Baseline %,Pain - ≥30% decrease in weekly mean 24-hour pain severity Baseline N,Pain - ≥30% decrease in weekly mean 24-hour pain severity Endpoint %,Pain - ≥30% decrease in weekly mean 24-hour pain severity Endpoint N,Pain - ≥30% decrease in weekly mean 24-hour pain severity (patient diaries) Endpoint %,Pain - ≥30% decrease in weekly mean 24-hour pain severity (patient diaries) Endpoint N,Pain - ≥30% decrease in weekly mean 24-hour pain severity (patient diaries) Post-intervention %,Pain - ≥30% decrease in weekly mean 24-hour pain severity (patient diaries) Post-intervention N,Pain - ≥30% reduction in PVAS (0-100) Endpoint %,Pain - ≥30% reduction in PVAS (0-100) Endpoint N,Pain - ≥30% reduction in VAS (0-10) Endpoint %,Pain - ≥30% reduction in VAS (0-10) Endpoint N,Pain - 30% Reduction of Weekly Mean Score in 24-hour Average Pain Severity Ratings (LOCF) Endpoint %,Pain - 30% Reduction of Weekly Mean Score in 24-hour Average Pain Severity Ratings (LOCF) Endpoint N,Pain - ≥40% decrease from baseline in average pain score Endpoint %,Pain - ≥40% decrease from baseline in average pain score Endpoint N,Pain - <50-≥30% decrease from baseline in average pain score Endpoint %,Pain - <50-≥30% decrease from baseline in average pain score Endpoint N,Pain - Pain responders (patients presenting a 30% improvement on 0-10NRS) Endpoint %,Pain - Pain responders (patients presenting a 30% improvement on 0-10NRS) Endpoint N,Pain - participants with ≥30% decrease from baseline in average 24hr pain score Endpoint (BOCF) %,Pain - participants with ≥30% decrease from baseline in average 24hr pain score Endpoint (BOCF) N,Pain - participants with ≥30% decrease in BPI average pain score Endpoint (LOCF) %,Pain - participants with ≥30% decrease in BPI average pain score Endpoint (LOCF) N,Pain - Participants With Reduction of ≥30% in the BPI 24-hour Average Pain Score Endpoint %,Pain - Participants With Reduction of ≥30% in the BPI 24-hour Average Pain Score Endpoint N,Pain - PED 24-hour recall pain score - ≥30% improvement from baseline Endpoint %,Pain - PED 24-hour recall pain score - ≥30% improvement from baseline Endpoint N,Pain - Proportions of participants reporting ≥moderate global pain relief at MTD  Endpoint %,Pain - Proportions of participants reporting ≥moderate global pain relief at MTD  Endpoint N,Pain response - patients with  ≥30% decrease in mean weekly pain Endpoint %,Pain response - patients with  ≥30% decrease in mean weekly pain Endpoint N,Participants with a ≥30% Reduction in the Weekly Mean of the 24-Hour Average Pain Score (diary based) Endpoint %,Participants with a ≥30% Reduction in the Weekly Mean of the 24-Hour Average Pain Score (diary based) Endpoint N,Participants with a ≥30% Reduction in the Weekly Mean of the 24-Hour Average Pain Score on the 11-Point NRS Endpoint %,Participants with a ≥30% Reduction in the Weekly Mean of the 24-Hour Average Pain Score on the 11-Point NRS Endpoint N,Participants with a ≥30% Reduction on the Differential Description Scale (DDS) Endpoint %,Participants with a ≥30% Reduction on the Differential Description Scale (DDS) Endpoint N,Participants With Reduction of ≥30% in the BPI 24-hour Average Pain Score Post-intervention %,Participants With Reduction of ≥30% in the BPI 24-hour Average Pain Score Post-intervention N,Participants With Reduction of ≥30% in the BPI-modified short form 24-hour Average Pain Score 3 months [Acute phase post-intervention] %,Participants With Reduction of ≥30% in the BPI-modified short form 24-hour Average Pain Score 3 months [Acute phase post-intervention] N,Participants With Reduction of ≥30% in the BPI-modified short form 24-hour Average Pain Score 6 months [Continuation phase post-intervention] %,Participants With Reduction of ≥30% in the BPI-modified short form 24-hour Average Pain Score 6 months [Continuation phase post-intervention] N
Goldenberg 1986,Amitriptyline + placebo (A),"A randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldenberg 1986,Placebo + placebo (PL),"A randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bateman 2011,Milnacipran 50 - 200mg,Title: Results of switching to milnacipran in fibromyalgia patients with an inadequate response to duloxetine: a phase IV pilot study,,,,,,,,,,,,,34.2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bateman 2011,Placebo,Title: Results of switching to milnacipran in fibromyalgia patients with an inadequate response to duloxetine: a phase IV pilot study,,,,,,,,,,,,,28.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilowsky 1990,Amitriptyline + pyschotherapy,"Title: A controlled study of psychotherapy and amitriptyline used individually and in combination in the treatment of chronic intractable, 'psychogenic' pain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilowsky 1990,Amitriptyline + support,"Title: A controlled study of psychotherapy and amitriptyline used individually and in combination in the treatment of chronic intractable, 'psychogenic' pain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilowsky 1990,Placebo + psychotherapy,"Title: A controlled study of psychotherapy and amitriptyline used individually and in combination in the treatment of chronic intractable, 'psychogenic' pain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilowsky 1990,Placebo + support,"Title: A controlled study of psychotherapy and amitriptyline used individually and in combination in the treatment of chronic intractable, 'psychogenic' pain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morello 1999,Gabapentin 900 - 1800mg,Title: Randomized Double-Blind Study Comparing the Efficacy of Gabapentin with Amitriptyline on Diabetic Peripheral Neuropathy Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morello 1999,Amitriptyline 25 - 75mg,Title: Randomized Double-Blind Study Comparing the Efficacy of Gabapentin with Amitriptyline on Diabetic Peripheral Neuropathy Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ward 1986,Doxepin,Title: Tricyclic Antidepressants for Chronic Low-Back Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ward 1986,Desipramine,Title: Tricyclic Antidepressants for Chronic Low-Back Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitton 2004,Placebo,Information from other article: Gendreau 2005- reference in comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitton 2004,Milnacipran 25-200mg/day [q.d],Information from other article: Gendreau 2005- reference in comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitton 2004,Milnacipran 25-200mg/day [b.i.d],Information from other article: Gendreau 2005- reference in comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sencan 2004,Aerobic exercise (Group I),Title: A study to compare the therapeutic efficacy of aerobic exercise and paroxetine in fibromyalgia syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sencan 2004,Paroxetine 20mg (Group II),Title: A study to compare the therapeutic efficacy of aerobic exercise and paroxetine in fibromyalgia syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sencan 2004,Placebo TENS (Group III),Title: A study to compare the therapeutic efficacy of aerobic exercise and paroxetine in fibromyalgia syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watson 1992,Amitriptyline,"Title: Amitriptyline versus maprotiline in postherpetic neuralgia: a randomized, double-blind, crossover trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watson 1992,Maprotiline,"Title: Amitriptyline versus maprotiline in postherpetic neuralgia: a randomized, double-blind, crossover trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talley 2008,Placebo,"Title: Antidepressant therapy (imipramine and citalopram) for irritable bowel syndrome: a double-blind, randomized, placebo-controlled trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talley 2008,Imipramine - 50mg,"Title: Antidepressant therapy (imipramine and citalopram) for irritable bowel syndrome: a double-blind, randomized, placebo-controlled trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talley 2008,Citalopram - 40mg,"Title: Antidepressant therapy (imipramine and citalopram) for irritable bowel syndrome: a double-blind, randomized, placebo-controlled trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skljarevski 2009,Placebo,"Title: A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain. ""Study design, funding and drugs were supplied by Eli Lilly and Company.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skljarevski 2009,Duloxetine - 20mg,"Title: A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain. ""Study design, funding and drugs were supplied by Eli Lilly and Company.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skljarevski 2009,Duloxetine - 60mg,"Title: A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain. ""Study design, funding and drugs were supplied by Eli Lilly and Company.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skljarevski 2009,Duloxetine - 120mg,"Title: A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain. ""Study design, funding and drugs were supplied by Eli Lilly and Company.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ware 2010,Nabilone 0.5-1.0mg,Title: Nabilone Versus Amitriptyline in Improving Quality of Sleep in Patients With Fibromyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ware 2010,Amitriptyline 10-20mg,Title: Nabilone Versus Amitriptyline in Improving Quality of Sleep in Patients With Fibromyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muller 2008,Placebo,"Title: Escitalopram in the treatment of multisomatoform disorder: a double-blind, placebo-controlled trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muller 2008,Escitalopram 10-20mg,"Title: Escitalopram in the treatment of multisomatoform disorder: a double-blind, placebo-controlled trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khoromi 2007,Benzotropine ≤1mg,"Title: Morphine, nortriptyline and their combination vs. placebo in patients with chronic lumbar root pain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khoromi 2007,Morphine ≥15 and ≤90mg,"Title: Morphine, nortriptyline and their combination vs. placebo in patients with chronic lumbar root pain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khoromi 2007,Nortriptyline ≥25 and ≤100mg,"Title: Morphine, nortriptyline and their combination vs. placebo in patients with chronic lumbar root pain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khoromi 2007,Morphine + Nortriptyline,"Title: Morphine, nortriptyline and their combination vs. placebo in patients with chronic lumbar root pain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinichi 2016,Placebo,"Title: Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinichi 2016,Duloxetine 60mg,"Title: Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",,,,,,,,,,,,,,,,,,,,,,,,,,,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vollmer 2014,Placebo,"Title: A randomized, double-blind, placebo-controlled trial of duloxetine for the treatment of pain in patients with multiple sclerosis",,,,,,,,,,,,,,,24.4,29,26.9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vollmer 2014,Duloxetine 60mg,"Title: A randomized, double-blind, placebo-controlled trial of duloxetine for the treatment of pain in patients with multiple sclerosis",,,,,,,,,,,,,,,38.3,44,40.9,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clauw 2008,Placebo,"Title: Milnacipran for the treatment of fibromyalgia in adults: a 15-week, multicenter, randomized, double-blind, placebo-controlled, multiple-dose clinical trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clauw 2008,Milnacipran 100mg,"Title: Milnacipran for the treatment of fibromyalgia in adults: a 15-week, multicenter, randomized, double-blind, placebo-controlled, multiple-dose clinical trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clauw 2008,Milnacipran 200mg,"Title: Milnacipran for the treatment of fibromyalgia in adults: a 15-week, multicenter, randomized, double-blind, placebo-controlled, multiple-dose clinical trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bansal 2009,Pregabalin 75-300mg,Title: Amitriptyline vs. pregabalin in painful diabetic neuropathy: a randomized double blind clinical trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bansal 2009,Amitriptyline 10-50 mg,Title: Amitriptyline vs. pregabalin in painful diabetic neuropathy: a randomized double blind clinical trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aragona 2005,Citalopram - 40mg,"Title: Randomized double-blind comparison of serotonergic (Citalopram) versus noradrenergic (Reboxetine) reuptake inhibitors in outpatients with somatoform, DSM-IV-TR pain disorder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aragona 2005,Reboxetine - 8mg,"Title: Randomized double-blind comparison of serotonergic (Citalopram) versus noradrenergic (Reboxetine) reuptake inhibitors in outpatients with somatoform, DSM-IV-TR pain disorder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drossman 2003,Placebo,Title: Cognitive-behavioral therapy versus education and desipramine versus placebo for moderate to severe functional bowel disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drossman 2003,Desipramine - 150mg,Title: Cognitive-behavioral therapy versus education and desipramine versus placebo for moderate to severe functional bowel disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drossman 2003,CBT,Title: Cognitive-behavioral therapy versus education and desipramine versus placebo for moderate to severe functional bowel disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drossman 2003,EDU,Title: Cognitive-behavioral therapy versus education and desipramine versus placebo for moderate to severe functional bowel disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen 2017,Placebo,"This is STUDY 1.
A mixed-effects
model for repeated-measures (MMRM) analysis was
also conducted on change from baseline in NRS scores
in week 15, with baseline, treatment, week, site, and the
treatment-by-week interaction in the model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen 2017,Desvenlafaxine  - 50mg,"This is STUDY 1.
A mixed-effects
model for repeated-measures (MMRM) analysis was
also conducted on change from baseline in NRS scores
in week 15, with baseline, treatment, week, site, and the
treatment-by-week interaction in the model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen 2017,Desvenlafaxine  - 100mg,"This is STUDY 1.
A mixed-effects
model for repeated-measures (MMRM) analysis was
also conducted on change from baseline in NRS scores
in week 15, with baseline, treatment, week, site, and the
treatment-by-week interaction in the model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen 2017,Desvenlafaxine  - 200mg,"This is STUDY 1.
A mixed-effects
model for repeated-measures (MMRM) analysis was
also conducted on change from baseline in NRS scores
in week 15, with baseline, treatment, week, site, and the
treatment-by-week interaction in the model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen 2017,Desvenlafaxine  - 400mg,"This is STUDY 1.
A mixed-effects
model for repeated-measures (MMRM) analysis was
also conducted on change from baseline in NRS scores
in week 15, with baseline, treatment, week, site, and the
treatment-by-week interaction in the model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vahedi 2005,Placebo,Title: The effect of fluoxetine in patients with pain and constipation-predominant irritable bowel syndrome: a double-blind randomized-controlled study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vahedi 2005,Fluoxetine - 20mg,Title: The effect of fluoxetine in patients with pain and constipation-predominant irritable bowel syndrome: a double-blind randomized-controlled study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nct 2003,Benztropine + CBT,"Title: Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD). Not published, this is all extracted the trial registry. https://clinicaltrials.gov/ct2/show/NCT00066937.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nct 2003,Nortriptyline + CBT,"Title: Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD). Not published, this is all extracted the trial registry. https://clinicaltrials.gov/ct2/show/NCT00066937.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nct 2003,Benztropine + MGT,"Title: Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD). Not published, this is all extracted the trial registry. https://clinicaltrials.gov/ct2/show/NCT00066937.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nct 2003,Nortriptyline + MGT,"Title: Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD). Not published, this is all extracted the trial registry. https://clinicaltrials.gov/ct2/show/NCT00066937.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nct 2010,Placebo,Title: Effect of Milnacipran in Chronic Neuropathic Low Back Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nct 2010,Milnacipran - 100-200mg,Title: Effect of Milnacipran in Chronic Neuropathic Low Back Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayiran 2010,Neurofeedback,"Title: Neurofeedback intervention in fibromyalgia syndrome; a randomized, controlled, rater blind clinical trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayiran 2010,Escitalopram - 10mg,"Title: Neurofeedback intervention in fibromyalgia syndrome; a randomized, controlled, rater blind clinical trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammody 2015,Pregabalin - 75mg,Title: Pregabalin Versus Amitriptyline in the Treatment of Fibromyalgia Patients (A Double Blind Comparative Study),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammody 2015,Amitriptyline - 25mg,Title: Pregabalin Versus Amitriptyline in the Treatment of Fibromyalgia Patients (A Double Blind Comparative Study),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hussain 2011,Melatonin - 5mg + Placebo,Title: Adjuvant use of melatonin for treatment of fibromyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hussain 2011,Fluoxetine - 20mg + Placebo,Title: Adjuvant use of melatonin for treatment of fibromyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hussain 2011,Fluoxetine - 20mg + Melatonin - 3mg,Title: Adjuvant use of melatonin for treatment of fibromyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hussain 2011,Fluoxetine - 20mg + Melatonin - 5mg,Title: Adjuvant use of melatonin for treatment of fibromyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rani 1996,Placebo,Title: An evaluation of antidepressants in rheumatic pain conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rani 1996,Fluoxetine - 20mg,Title: An evaluation of antidepressants in rheumatic pain conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rani 1996,Amitriptyline - 25mg,Title: An evaluation of antidepressants in rheumatic pain conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinhoven 2010,Placebo,Title: Heart-focused anxiety as a mediating variable in the treatment of noncardiac chest pain by cognitive-behavioral therapy and paroxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinhoven 2010,Paroxetine - 10-40mg,Title: Heart-focused anxiety as a mediating variable in the treatment of noncardiac chest pain by cognitive-behavioral therapy and paroxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinhoven 2010,CBT,Title: Heart-focused anxiety as a mediating variable in the treatment of noncardiac chest pain by cognitive-behavioral therapy and paroxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanOphoven 2004,Placebo,"Title: A prospective, randomized, placebo controlled, double-blind study of amitriptyline for the treatment of interstitial cystitis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
